Age,Area_Rural,Area_Suburban,Area_Urban,Bandwidth_GB_Year,Children,Churn_Yes,Contacts,Contract_Month_To_Month,Contract_One_Year,Contract_Two_Year,CourteousExchange,Deviceprotection_Yes,Email,EvidenceOfActiveListening,Gender_Female,Gender_Male,Gender_Nonbinary,Income,Internetservice_Dsl,Internetservice_Fiber_Optic,Internetservice_None,Marital_Divorced,Marital_Married,Marital_Never_Married,Marital_Separated,Marital_Widowed,MonthlyCharge,Multiple_Yes,Onlinebackup_Yes,Onlinesecurity_Yes,Options,Outage_Sec_Perweek,Paperlessbilling_Yes,Paymentmethod_Bank_Transfer(Automatic),Paymentmethod_Credit_Card_(Automatic),Paymentmethod_Electronic_Check,Paymentmethod_Mailed_Check,Phone_Yes,Population,Port_Modem_Yes,Reliability,RespectfulResponse,Streamingmovies_Yes,Streamingtv_Yes,Tablet_Yes,Techie_Yes,Techsupport_Yes,Tenure,TimelyFixes,TimelyReplacements,TimelyResponse,Yearly_Equip_Failure
71,0,1,0,618.4967851,5,0,0,1,0,0,3,0,5,4,0,1,0,82960.42,0,0,1,0,0,0,0,1,95.005709,0,0,1,3,9.885701354,0,0,0,0,1,1,102,1,2,3,0,0,1,1,1,4.589210527,3,4,3,1
24,1,0,0,2054.101088,4,0,0,0,0,1,4,0,14,4,0,1,0,118120.16,1,0,0,0,0,0,1,0,197.470195,1,1,1,3,12.61644158,0,0,1,0,0,1,5527,1,1,5,1,0,0,1,1,11.58448327,4,5,5,0
43,0,0,1,631.4316327,2,0,0,1,0,0,3,0,12,4,1,0,0,3949.33,0,0,1,1,0,0,0,0,82.496547,0,0,1,4,13.98169147,1,0,0,1,0,1,2041,0,3,2,0,0,0,1,0,5.810822315,4,4,4,0
41,0,0,1,933.4257317,1,0,0,0,1,0,4,0,12,3,0,0,1,20881.22,0,1,0,0,0,1,0,0,172.462354,1,0,1,2,6.312280543,0,1,0,0,0,1,23117,0,4,5,0,1,0,0,0,7.00096668,4,5,5,1
29,1,0,0,772.3133729,2,0,0,1,0,0,3,0,12,3,0,1,0,9514.35,0,0,1,1,0,0,0,0,127.474951,0,0,0,5,6.977990294,0,1,0,0,0,1,1295,0,1,3,1,0,0,0,1,4.882004458,4,4,5,0
77,0,0,1,1828.057047,0,0,0,0,0,1,4,1,12,5,0,1,0,26268.58,1,0,0,1,0,0,0,0,167.484705,0,1,1,4,9.903990927,0,1,0,0,0,0,681,1,4,4,0,1,0,0,1,12.27728241,2,4,3,1
52,0,0,1,1123.759368,2,1,1,1,0,0,4,0,16,2,0,1,0,21000.61,0,1,0,0,0,0,0,1,184.971516,1,0,1,3,8.901128259,0,1,0,0,0,1,1152,1,4,4,0,1,0,0,1,8.284579203,4,2,3,0
82,1,0,0,464.4748418,1,1,1,1,0,0,3,0,14,5,0,1,0,45664.79,0,1,0,0,0,0,1,0,172.455519,0,1,1,4,11.53924648,1,0,0,1,0,0,38443,1,4,3,1,0,1,1,0,1.609325308,4,3,3,0
84,0,1,0,1417.801952,10,1,1,0,0,1,3,1,13,3,1,0,0,79393.63,1,0,0,0,0,1,0,0,202.649979,0,0,1,5,9.403210739,1,0,0,1,0,1,333,1,3,4,1,1,0,0,0,2.376509223,5,4,5,0
66,0,1,0,1146.616856,0,0,0,0,0,1,3,0,13,3,0,1,0,116572.8,0,1,0,0,0,1,0,0,149.948316,0,0,0,3,8.92613185,1,0,0,0,1,1,4884,0,4,2,0,1,0,0,1,11.67107144,4,3,4,3
42,1,0,0,2692.885423,1,1,2,1,0,0,4,1,12,4,1,0,0,27380.15,0,0,1,1,0,0,0,0,200.165175,0,0,0,2,12.84779981,1,1,0,0,0,1,5100,1,4,4,1,1,0,0,1,25.55038197,3,2,2,1
67,0,0,1,2217.734847,0,0,1,0,0,1,4,1,11,3,0,1,0,78177.94,1,0,0,0,1,0,0,0,184.963371,1,1,0,3,12.15570061,0,0,0,1,0,1,1612,0,5,5,0,1,1,0,0,16.72537387,2,3,2,0
28,0,0,1,1262.531104,1,1,3,1,0,0,3,0,16,2,0,1,0,79775.67,1,0,0,0,1,0,0,0,127.460067,0,1,0,5,8.730183974,0,0,0,1,0,1,2246,0,5,3,0,0,0,0,1,6.955766017,4,2,3,0
40,1,0,0,1919.490397,1,0,2,1,0,0,5,0,9,5,1,0,0,100437.39,0,1,0,0,0,0,0,1,137.439154,0,0,0,3,13.47526316,0,0,1,0,0,1,468,1,3,3,0,1,0,0,0,20.31446952,3,3,3,0
75,1,0,0,1970.26742,1,0,0,0,0,1,4,1,8,5,1,0,0,9267.97,1,0,0,1,0,0,0,0,232.637807,1,0,0,2,13.55747919,0,0,0,0,1,0,13970,1,4,4,1,1,0,0,0,12.17994263,4,4,4,0
72,0,1,0,1279.856552,4,1,0,0,1,0,3,0,12,2,1,0,0,47502.66,1,0,0,0,1,0,0,0,202.636202,0,0,1,4,11.73060772,0,0,0,1,0,1,591,1,4,4,1,1,0,0,1,3.453443904,4,4,3,1
73,1,0,0,1299.5973,1,0,1,0,0,1,5,0,15,3,0,1,0,94903.08,0,1,0,0,0,0,0,1,157.469817,1,0,0,3,9.927146707,1,0,0,0,1,1,1402,0,4,3,0,0,0,0,1,14.52416667,4,3,3,0
59,0,0,1,781.9302227,2,0,2,0,0,1,4,1,14,4,1,0,0,83382.41,0,1,0,0,0,0,0,1,182.460772,0,1,0,4,15.04128691,1,0,1,0,0,0,35457,0,5,5,1,0,1,0,0,5.070551439,4,3,2,0
73,0,1,0,2056.185889,3,1,1,0,1,0,3,1,17,2,1,0,0,11464.33,1,0,0,0,0,0,1,0,215.159141,0,0,1,4,9.142773531,1,1,0,0,0,1,570,0,3,6,1,1,0,1,1,12.30462572,4,4,5,0
41,0,1,0,1615.418802,2,1,1,0,0,1,3,1,16,3,1,0,0,52050.69,0,1,0,0,0,0,1,0,275.133571,1,1,0,3,11.79444395,1,0,1,0,0,1,2564,1,2,2,1,1,0,0,0,10.01241216,5,4,4,0
88,0,1,0,840.5098283,4,0,0,0,1,0,3,1,11,2,0,1,0,29720.95,0,0,1,0,1,0,0,0,142.499263,0,1,1,3,14.03281402,1,0,0,1,0,1,8208,1,3,2,0,1,0,0,0,4.261408572,3,3,4,0
35,0,0,1,2118.488416,0,0,0,0,1,0,3,1,7,3,0,1,0,30106.96,0,1,0,0,0,1,0,0,204.963371,1,1,0,3,8.653938933,1,0,0,1,0,1,1012,1,3,3,0,1,0,0,0,19.28013343,2,2,1,0
18,0,0,1,1328.734281,0,0,0,0,0,1,4,0,10,4,0,1,0,61967.75,0,1,0,0,0,0,0,1,214.952509,1,1,0,4,12.35416052,0,0,0,1,0,1,217,0,4,4,1,0,0,0,1,9.958831629,4,5,4,0
63,0,1,0,782.9998382,1,0,2,0,1,0,3,1,11,4,1,0,0,18571.0,0,1,0,0,0,1,0,0,204.963371,1,1,0,3,8.044259405,1,0,0,0,1,1,825,0,6,3,0,1,0,0,0,4.300271811,2,1,2,1
82,1,0,0,1540.140383,8,1,2,1,0,0,5,0,14,5,0,1,0,51397.01,1,0,0,0,0,1,0,0,220.114868,1,0,0,3,9.306477855,1,0,0,1,0,1,734,1,3,6,1,1,1,0,0,5.045543619,4,4,4,1
66,0,0,1,785.4118808,3,1,1,1,0,0,3,1,13,4,1,0,0,117333.44,0,1,0,0,0,0,1,0,169.992756,1,0,0,3,12.02079888,0,0,0,1,0,1,10052,0,4,3,0,0,0,1,1,7.182441329,3,4,4,0
86,0,0,1,1136.55652,1,0,0,0,0,1,4,1,17,3,1,0,0,11999.43,0,0,1,1,0,0,0,0,172.503404,1,0,0,4,8.301200914,0,0,1,0,0,0,24529,1,2,4,1,0,0,0,1,11.07083425,3,3,3,0
20,1,0,0,933.8036457,2,1,0,1,0,0,4,0,11,6,0,1,0,30088.13,0,1,0,0,1,0,0,0,192.440432,1,1,0,2,11.71398312,1,0,0,1,0,1,540,0,3,5,0,1,1,0,0,4.509329959,4,3,5,1
76,1,0,0,673.9015902,1,1,1,0,0,1,4,0,9,2,1,0,0,34415.0,0,0,1,0,1,0,0,0,210.138,0,1,0,4,10.9085806,1,1,0,0,0,1,30576,1,3,3,1,1,0,0,1,2.162477942,4,3,4,0
29,0,0,1,2271.84102,2,1,2,1,0,0,4,1,13,4,1,0,0,82080.92,1,0,0,0,0,1,0,0,200.132293,0,0,0,4,10.04784815,0,1,0,0,0,1,2270,1,3,5,1,1,0,0,0,14.5222363,3,2,4,0
23,0,0,1,316.7739538,1,0,0,0,0,1,4,1,15,3,1,0,0,102905.68,0,1,0,0,0,0,0,1,124.97808,0,0,0,2,8.034185681,0,0,0,0,1,1,3192,1,5,4,0,0,0,0,0,1.424712099,3,4,3,1
55,0,1,0,1088.89675,2,1,0,0,0,1,3,0,19,4,0,1,0,16337.64,1,0,0,0,0,0,1,0,184.961033,1,1,1,5,2.292587755,0,0,0,1,0,1,14534,0,3,3,1,0,1,0,0,1.849371568,4,5,4,0
57,1,0,0,640.9334119,2,0,0,1,0,0,3,0,14,4,1,0,0,6959.92,0,0,1,0,0,0,1,0,112.484375,1,0,0,4,13.03933816,1,0,0,0,1,1,22925,0,4,3,0,0,0,0,0,6.526670837,4,4,4,1
30,0,1,0,1845.259523,0,0,1,0,0,1,5,1,11,4,1,0,0,106581.92,0,1,0,0,1,0,0,0,162.471255,0,0,0,4,9.999338434,1,0,0,1,0,1,2337,1,3,3,0,1,1,0,1,18.29218438,3,3,2,1
56,0,0,1,1420.927135,1,0,1,0,0,1,4,0,12,4,1,0,0,35504.27,1,0,0,1,0,0,0,0,114.950905,0,1,0,3,9.588349767,0,0,0,1,0,1,481,1,4,4,0,0,0,0,0,11.06628519,4,3,4,0
83,0,0,1,1312.700259,4,0,0,1,0,0,4,0,15,4,1,0,0,1277.42,0,0,1,0,0,0,0,1,152.488401,0,1,1,2,9.96958238,0,0,1,0,0,1,2145,1,4,5,1,0,1,0,1,11.82576277,2,2,3,0
39,0,0,1,1632.365102,0,1,1,0,1,0,2,0,14,4,0,1,0,15045.78,0,1,0,0,0,0,1,0,230.105118,0,1,0,3,7.560275883,1,0,0,1,0,1,11239,0,4,5,1,1,1,0,0,12.23362353,4,3,3,1
52,0,1,0,913.9152886,4,1,0,1,0,0,3,1,13,3,1,0,0,78085.72,1,0,0,1,0,0,0,0,127.473844,0,1,0,3,7.372127002,1,1,0,0,0,1,494,0,3,2,0,0,0,0,0,2.552193205,1,2,1,0
35,1,0,0,2273.781965,0,0,3,1,0,0,3,0,13,5,1,0,0,44287.84,0,1,0,0,0,0,1,0,194.958118,1,1,1,3,9.032429129,0,0,0,1,0,1,19522,1,3,4,0,1,0,0,0,21.87100089,4,3,3,2
54,0,1,0,1185.892988,1,0,1,0,1,0,4,1,13,3,1,0,0,44057.85,0,1,0,0,1,0,0,0,242.628057,0,1,0,4,6.666141762,0,0,0,1,0,1,27726,0,4,4,1,1,1,0,0,6.5443199,3,5,4,0
49,0,0,1,1890.640168,2,1,0,1,0,0,5,0,13,4,0,1,0,25048.77,0,1,0,1,0,0,0,0,242.61428,0,1,0,4,12.2507651,1,0,1,0,0,1,1665,0,5,5,1,1,1,0,1,14.98166868,5,5,4,0
87,1,0,0,1659.769248,0,1,2,1,0,0,2,0,11,4,0,1,0,56537.88,1,0,0,1,0,0,0,0,127.442069,0,0,0,3,11.51744058,0,0,0,0,1,1,26659,1,2,3,1,0,0,0,0,13.79138076,4,3,5,1
20,0,1,0,1143.017435,0,0,0,0,0,1,2,1,11,3,0,1,0,21058.64,0,0,1,0,0,0,0,1,147.503078,1,1,0,5,12.92843595,1,0,0,1,0,0,20,1,2,2,0,0,0,0,0,8.734707597,3,3,3,0
88,1,0,0,855.939459,5,0,1,0,1,0,4,1,12,3,0,1,0,63304.25,0,0,1,0,1,0,0,0,149.991327,1,0,0,3,12.35525457,1,0,0,1,0,1,608,0,3,3,0,1,0,1,0,5.260793737,3,4,4,0
38,1,0,0,780.2278932,1,0,2,1,0,0,4,1,9,5,0,1,0,37130.15,0,0,1,0,0,1,0,0,130.006414,0,0,1,6,11.54247891,1,0,1,0,0,1,4326,0,2,3,1,0,0,0,0,3.810228199,4,2,3,0
43,0,1,0,1593.466069,3,0,4,0,0,1,4,1,10,3,1,0,0,38369.68,0,0,1,0,1,0,0,0,175.004777,1,1,1,4,6.832060399,0,0,0,0,1,0,206,0,2,3,0,1,0,0,0,11.72200614,3,2,2,0
34,0,0,1,1071.920592,3,0,1,0,0,1,4,0,10,3,0,0,1,20283.95,1,0,0,0,0,0,0,1,117.468591,0,1,1,3,14.4845473,0,0,0,1,0,1,275,1,5,4,0,0,0,1,0,4.304076015,4,3,4,2
44,0,1,0,644.1045211,1,1,1,1,0,0,4,0,10,3,1,0,0,23703.95,0,0,1,1,0,0,0,0,152.495236,1,0,1,3,6.159072244,1,0,0,0,1,1,16578,0,4,4,0,1,0,0,1,3.060553536,4,4,3,0
70,1,0,0,971.7404705,1,1,0,1,0,0,3,1,16,3,0,1,0,47658.67,0,1,0,1,0,0,0,0,194.988208,1,0,1,3,13.03330701,0,0,1,0,0,1,103,1,4,3,1,0,1,1,0,6.549842666,4,3,4,0
49,1,0,0,1039.67302,1,0,2,1,0,0,2,0,14,4,0,1,0,49750.1,0,1,0,0,0,1,0,0,147.442069,0,0,0,4,13.78711309,1,1,0,0,0,1,1771,0,2,3,1,0,0,0,0,9.373705128,4,4,4,0
72,0,0,1,1381.481321,2,1,1,0,1,0,7,1,7,5,1,0,0,31203.12,0,1,0,0,0,1,0,0,275.133571,1,1,0,2,13.22904885,1,0,0,0,1,1,637,0,4,5,1,1,0,0,0,8.397776839,6,6,6,0
41,1,0,0,522.4564791,3,1,1,1,0,0,4,0,8,6,0,1,0,33458.05,0,1,0,0,1,0,0,0,162.468917,0,0,1,3,10.38784781,1,0,0,0,1,1,3662,0,5,5,1,0,0,0,1,1.019306038,5,5,4,2
54,0,1,0,1284.691556,0,0,0,0,0,1,4,1,11,4,1,0,0,20719.7,1,0,0,0,0,0,0,1,162.497044,1,1,1,4,13.34762525,0,0,0,0,1,1,10818,0,4,5,0,0,0,0,0,6.864219377,5,4,6,2
49,1,0,0,703.8007764,0,0,2,0,1,0,5,0,14,4,1,0,0,39225.15,0,1,0,0,1,0,0,0,179.965581,1,1,0,4,9.296558028,0,0,0,1,0,0,6279,0,4,5,0,0,0,0,1,6.525380768,4,5,5,0
77,0,0,1,1544.501137,2,0,1,1,0,0,5,0,14,3,1,0,0,32659.08,0,1,0,0,0,0,0,1,182.446995,0,1,0,3,6.736876666,1,0,0,0,1,1,392,1,4,5,1,0,0,1,1,16.08388872,5,5,4,0
35,0,1,0,1896.10656,1,1,1,1,0,0,3,1,12,2,0,1,0,13870.96,0,1,0,0,0,0,1,0,245.145743,0,1,1,4,8.792014962,1,1,0,0,0,1,3102,0,3,2,1,1,0,0,0,12.95969924,4,3,4,0
34,0,1,0,1991.187997,8,1,0,0,0,1,4,0,14,4,1,0,0,21101.14,0,0,1,0,0,0,0,1,232.652038,1,1,1,2,8.190421561,1,0,0,1,0,1,3752,0,5,6,1,1,1,0,0,12.18544178,5,4,5,1
43,0,1,0,2081.752385,2,1,1,1,0,0,2,0,8,4,1,0,0,49065.88,1,0,0,0,1,0,0,0,245.128318,1,1,1,4,5.271292905,1,0,0,0,1,1,1426,1,3,3,1,1,1,0,0,10.85865384,4,4,4,1
59,0,0,1,2115.879744,2,1,2,1,0,0,3,1,9,4,0,1,0,18081.88,0,1,0,0,0,0,0,1,277.651257,1,1,1,3,7.033849177,0,0,0,1,0,1,13607,1,3,4,1,1,0,0,0,15.34839938,3,3,3,1
58,0,0,1,1357.285615,1,0,2,0,0,1,2,1,9,2,0,1,0,45101.92,1,0,0,0,1,0,0,0,142.500692,0,1,1,6,3.423741645,1,1,0,0,0,1,57,0,3,2,0,0,0,0,1,7.355635728,3,3,3,1
75,0,0,1,1308.999159,3,1,2,1,0,0,2,1,18,1,0,1,0,30450.19,1,0,0,0,0,0,0,1,152.457857,0,1,0,4,13.24531173,0,1,0,0,0,1,5964,0,4,3,0,1,0,0,0,5.705926395,3,3,2,0
63,1,0,0,1319.229599,4,1,0,1,0,0,2,1,13,4,1,0,0,54750.08,0,1,0,0,0,0,1,0,267.664655,1,0,1,3,9.892901128,1,0,0,1,0,1,10499,1,3,4,1,1,0,0,1,6.70301496,2,3,4,1
57,0,0,1,991.3985734,0,1,1,0,1,0,4,1,8,4,1,0,0,24095.07,0,1,0,0,1,0,0,0,227.475448,1,1,0,3,8.278493187,1,0,0,1,0,1,3634,1,5,4,1,0,1,0,1,7.367492072,4,3,4,0
63,0,0,1,310.1585772,1,1,1,1,0,0,3,0,10,3,0,1,0,53817.02,0,1,0,0,0,0,0,1,147.442069,0,0,0,4,13.34913229,0,0,0,1,0,1,46589,1,4,2,1,0,0,0,0,1.030630574,2,3,3,0
42,0,0,1,1254.943448,0,1,0,1,0,0,2,0,17,2,1,0,0,20733.74,1,0,0,0,0,0,0,1,149.944668,1,0,0,3,7.83125489,1,0,0,0,1,1,20760,1,3,4,0,1,0,0,0,6.735271694,3,3,3,0
37,0,1,0,1411.150345,7,1,0,1,0,0,3,1,7,4,1,0,0,36790.23,0,1,0,0,0,1,0,0,220.132293,0,0,0,2,10.45355154,1,0,1,0,0,1,39478,0,3,2,1,1,0,0,0,7.506056361,3,2,2,0
60,0,1,0,2446.475453,4,0,0,1,0,0,5,1,13,3,0,1,0,35949.37,1,0,0,0,1,0,0,0,139.983006,0,1,0,4,5.80921457,1,1,0,0,0,1,163,0,2,4,0,0,1,0,1,20.51922799,5,5,5,0
38,0,0,1,1262.985557,4,1,0,1,0,0,5,0,12,5,0,1,0,73242.41,0,0,1,0,1,0,0,0,139.9678,0,1,0,3,11.41757633,0,1,0,0,0,1,5943,1,2,3,0,1,0,0,1,9.320973584,5,5,5,0
50,0,1,0,1365.994148,4,0,1,0,0,1,4,1,10,2,0,0,1,12802.32,1,0,0,0,0,0,0,1,140.00128,1,0,1,4,7.819201487,0,0,1,0,0,1,2835,0,1,2,0,0,0,0,0,7.387393996,3,3,3,0
85,1,0,0,916.7201648,8,0,0,0,0,1,4,0,9,3,1,0,0,20555.47,0,1,0,0,0,0,1,0,144.960655,1,0,0,4,8.088434368,1,0,0,1,0,1,506,0,4,3,0,0,0,0,0,8.758613325,4,5,5,0
18,1,0,0,933.01364,0,0,0,1,0,0,2,0,15,2,0,1,0,60956.22,0,1,0,1,0,0,0,0,149.959755,0,0,1,4,11.05788928,0,0,1,0,0,1,2275,1,3,2,1,0,1,1,0,6.289468375,3,3,1,1
37,0,1,0,609.6168115,0,1,0,1,0,0,2,1,8,2,1,0,0,27149.34,0,1,0,0,1,0,0,0,194.976769,1,0,0,5,10.11721314,1,0,0,1,0,1,299,1,2,3,0,1,0,0,1,2.613920398,3,4,4,0
37,0,1,0,1882.951404,1,1,0,1,0,0,3,1,11,5,0,1,0,19533.5,1,0,0,0,0,0,0,1,164.985293,1,0,1,3,11.64173568,0,0,0,1,0,1,5651,1,3,5,0,1,0,0,0,11.29271486,5,3,4,0
74,1,0,0,1638.383088,4,0,1,0,1,0,3,1,10,3,1,0,0,102080.72,1,0,0,0,0,0,0,1,152.510442,1,0,1,3,10.14600151,1,0,0,1,0,1,36923,0,4,4,0,0,0,1,1,11.57257501,4,5,3,0
76,0,1,0,1630.020341,8,0,0,1,0,0,4,1,8,6,0,1,0,30434.99,0,1,0,0,1,0,0,0,127.495766,0,0,1,3,11.30992672,1,0,0,0,1,1,39,0,2,3,0,0,0,0,0,15.02077659,5,4,5,1
62,1,0,0,1887.699697,1,0,3,0,1,0,3,1,11,4,1,0,0,10852.14,1,0,0,0,0,0,1,0,172.470522,1,0,0,3,6.236748796,1,0,1,0,0,1,20195,1,4,3,1,0,0,0,0,14.28406007,4,4,3,0
42,1,0,0,897.6280912,3,1,1,1,0,0,5,0,8,4,0,1,0,52352.24,0,1,0,1,0,0,0,0,194.974431,1,0,1,3,7.219910689,1,1,0,0,0,1,6017,1,3,5,1,0,0,0,1,4.759938908,4,4,4,0
81,0,1,0,297.4433143,3,0,1,0,1,0,3,1,14,3,1,0,0,57874.62,0,1,0,1,0,0,0,0,124.97808,0,0,0,4,8.759756787,1,0,0,0,1,1,1387,0,3,5,0,0,1,0,0,2.758173633,4,4,4,0
80,0,0,1,1683.078344,3,1,2,0,0,1,4,0,12,3,0,1,0,54587.66,1,0,0,0,1,0,0,0,242.610632,1,1,0,3,14.60495207,1,0,1,0,0,1,128,0,5,4,1,1,0,0,0,7.441432103,4,3,4,0
50,0,0,1,1806.970628,0,1,0,1,0,0,5,1,14,4,0,1,0,14053.15,1,0,0,0,0,0,1,0,199.990219,1,1,1,3,14.17602329,1,0,0,0,1,1,371,1,4,5,0,1,0,1,1,10.06145053,3,3,4,0
21,0,1,0,1873.00718,2,1,0,1,0,0,3,1,9,3,1,0,0,51419.56,0,1,0,1,0,0,0,0,184.967019,0,1,0,4,8.11725589,0,0,0,1,0,1,813,0,2,4,0,1,1,0,1,16.37219797,3,3,3,0
41,0,0,1,444.0474919,0,0,1,0,1,0,4,0,13,4,0,1,0,20917.65,0,1,0,0,0,1,0,0,147.442069,0,0,0,3,12.39190153,1,1,0,0,0,1,314,1,4,3,1,0,1,1,0,2.160066882,3,2,3,1
71,0,1,0,859.0587897,4,1,1,1,0,0,3,0,11,4,0,1,0,48597.98,0,1,0,0,0,0,1,0,255.141716,1,0,1,3,10.84404672,0,1,0,0,0,1,266,1,4,3,1,1,0,1,1,1.871917709,4,4,3,1
45,0,0,1,2122.146303,3,1,1,1,0,0,3,0,8,3,1,0,0,34497.95,1,0,0,0,0,0,1,0,159.947583,1,0,0,5,7.583070893,1,0,0,0,1,1,1700,0,3,4,1,0,0,0,0,16.75283806,3,4,4,0
46,0,1,0,2734.384392,2,1,0,1,0,0,3,0,12,4,0,1,0,19080.13,1,0,0,1,0,0,0,0,210.105118,0,1,0,4,11.02448303,0,0,0,1,0,1,9916,0,4,3,1,1,1,0,0,20.16532013,4,3,3,0
58,1,0,0,1412.478266,0,0,0,0,0,1,3,0,11,3,0,1,0,21210.4,1,0,0,0,0,1,0,0,164.971516,1,0,1,5,8.510124671,1,0,0,1,0,1,4292,0,2,4,0,1,1,0,1,7.753271168,2,3,4,0
87,0,1,0,408.200312,0,0,1,1,0,0,3,0,13,4,0,1,0,22484.19,0,0,1,0,0,0,1,0,127.511223,1,0,1,5,14.5077828,1,0,0,0,1,1,2258,1,2,3,0,0,0,0,1,3.663316236,4,4,5,0
18,0,1,0,1344.718981,1,1,1,1,0,0,3,0,12,3,1,0,0,38028.33,0,1,0,0,0,0,1,0,152.466002,0,0,1,3,7.823397558,1,0,0,1,0,1,411,0,4,5,0,1,0,0,1,11.4488726,4,4,4,1
50,0,0,1,991.7932314,0,1,1,1,0,0,3,0,10,4,0,1,0,29940.45,0,1,0,0,0,1,0,0,169.944668,1,0,0,3,7.065505359,1,1,0,0,0,1,8691,1,4,4,0,1,1,0,0,8.315973557,3,4,4,0
31,0,0,1,698.1794441,6,1,0,1,0,0,5,1,15,5,0,1,0,104519.8,0,0,1,0,1,0,0,0,139.99789,0,0,0,2,6.836041233,0,0,1,0,0,1,47493,0,3,4,1,0,0,0,1,1.515290738,4,4,3,1
27,1,0,0,1266.19109,3,0,3,0,0,1,4,1,14,4,1,0,0,84597.17,0,1,0,0,0,0,0,1,182.460772,0,1,0,4,8.407938599,1,1,0,0,0,1,206,0,3,4,1,0,0,1,0,9.324505434,4,4,4,2
44,0,1,0,1204.39272,1,1,1,0,0,1,5,0,11,4,1,0,0,29579.69,0,1,0,0,0,1,0,0,202.443347,1,1,0,3,4.708283677,1,0,0,0,1,1,471,1,4,3,1,0,0,0,0,10.16298067,4,4,4,0
45,1,0,0,1607.735971,3,1,0,0,0,1,4,0,17,4,0,1,0,69222.79,1,0,0,0,0,0,0,1,232.62403,1,0,0,3,15.42891992,0,1,0,0,0,1,497,0,3,3,1,1,0,0,1,6.215774391,4,3,4,1
33,0,1,0,548.9193645,1,0,1,0,1,0,5,0,6,1,0,1,0,76046.62,0,0,1,0,0,0,1,0,134.980139,1,1,0,3,9.004832636,0,0,0,1,0,1,860,1,2,3,0,0,1,1,0,2.667736094,4,4,3,0
36,1,0,0,1827.283455,0,0,0,1,0,0,2,1,11,3,0,1,0,29759.61,1,0,0,0,1,0,0,0,154.975543,0,1,1,3,6.802850752,0,1,0,0,0,1,1458,1,1,2,0,1,0,0,0,10.68004106,3,4,3,1
47,0,0,1,1103.011016,3,0,0,1,0,0,3,1,12,4,1,0,0,73746.35,0,1,0,0,1,0,0,0,182.460772,0,1,0,4,15.0321318,0,0,0,0,1,1,247,0,3,4,1,0,0,0,0,8.133269102,4,4,4,0
56,0,1,0,616.51937,0,0,1,1,0,0,4,1,10,5,0,1,0,54109.79,0,1,0,0,1,0,0,0,204.963371,1,1,0,5,7.276553998,1,1,0,0,0,0,543,0,4,4,0,1,0,0,0,1.789830613,3,3,3,0
81,0,1,0,838.173682,2,1,1,1,0,0,3,1,15,5,0,1,0,34414.89,0,0,1,1,0,0,0,0,220.161527,1,0,0,2,10.5336786,1,0,0,1,0,1,3039,1,5,5,1,1,1,0,0,2.699998442,3,4,4,1
26,0,1,0,1024.224748,4,1,0,0,1,0,4,0,13,3,1,0,0,5920.06,0,0,1,1,0,0,0,0,222.665436,1,0,1,4,12.56737024,1,0,1,0,0,1,2701,0,4,4,1,1,1,0,1,2.661310881,3,2,3,0
33,0,1,0,2947.224753,3,0,1,0,1,0,3,1,14,3,0,1,0,46973.08,1,0,0,0,0,0,0,1,154.975543,0,1,1,2,10.99110627,1,1,0,0,0,1,384,1,2,4,0,1,0,1,0,23.10105854,5,3,4,0
47,0,0,1,1174.414663,0,0,1,0,1,0,5,0,10,4,0,1,0,165151.02,1,0,0,0,0,0,1,0,127.442069,0,0,0,3,11.17549194,1,1,0,0,0,1,7122,0,5,5,1,0,0,1,0,6.267383901,5,6,6,0
61,0,1,0,1408.424309,2,1,1,1,0,0,5,0,12,5,0,1,0,5875.01,1,0,0,1,0,0,0,0,142.452604,0,1,1,3,11.36888104,1,0,0,0,1,0,319,0,2,3,0,1,1,0,0,6.856207666,4,4,4,1
80,1,0,0,1333.444788,1,0,1,0,1,0,2,1,11,5,1,0,0,84805.71,0,1,0,0,0,0,1,0,149.962093,0,0,0,5,14.21094097,0,0,0,1,0,1,17585,1,3,2,0,1,1,0,0,13.72354614,2,4,3,1
75,1,0,0,2419.797484,1,0,1,0,0,1,4,0,9,6,0,1,0,14289.15,0,1,0,0,1,0,0,0,194.958118,1,1,1,3,10.14631572,1,1,0,0,0,1,1420,1,3,4,0,1,0,0,0,24.3036064,4,5,5,0
78,0,1,0,1135.519834,0,1,2,1,0,0,5,1,15,4,1,0,0,2488.36,1,0,0,0,0,1,0,0,154.991856,0,0,1,3,7.446156322,1,0,1,0,0,1,1897,0,4,5,1,0,1,0,1,6.027648047,4,3,4,0
75,0,0,1,980.0465426,1,1,1,1,0,0,4,0,14,4,1,0,0,10494.28,0,0,1,1,0,0,0,0,149.970715,0,1,0,3,10.7481104,0,0,0,1,0,1,2473,0,3,5,1,0,1,0,1,9.490754438,4,4,5,1
58,0,1,0,1925.341061,0,1,1,0,0,1,4,0,5,5,0,1,0,15537.16,1,0,0,0,0,0,0,1,245.128318,1,1,1,3,11.6424418,0,0,0,0,1,1,7825,0,5,4,1,1,0,0,0,9.727109482,2,3,3,0
46,0,0,1,1914.400241,0,0,0,0,1,0,3,0,12,3,1,0,0,40743.83,0,1,0,1,0,0,0,0,182.45383,1,0,0,5,12.81300692,0,0,1,0,0,1,7637,0,2,2,0,1,0,0,1,19.93726012,4,5,4,0
